user_id,created_at,category,amount
24216e81-2fc1-4de0-8a64-ae0727f84b60,2025-02-11T13:27:00.987404,Rent,123
24216e81-2fc1-4de0-8a64-ae0727f84b60,2025-02-11T13:27:08.212752,Rent,-234
24216e81-2fc1-4de0-8a64-ae0727f84b60,2025-02-11T13:58:11.877083,Rent,34
24216e81-2fc1-4de0-8a64-ae0727f84b60,2025-02-17T15:35:53.049,Rent,12
24216e81-2fc1-4de0-8a64-ae0727f84b60,2025-02-17T02:07:40.336,Rent,100
24216e81-2fc1-4de0-8a64-ae0727f84b60,2025-02-01T22:00:00,Rent,4
24216e81-2fc1-4de0-8a64-ae0727f84b60,2025-01-06T22:00:00,Rent,43
24216e81-2fc1-4de0-8a64-ae0727f84b60,2025-02-12T11:32:00,Car,-25
24216e81-2fc1-4de0-8a64-ae0727f84b60,2025-02-08T09:45:00,Box,-50
24216e81-2fc1-4de0-8a64-ae0727f84b60,2025-02-08T09:17:00,Present,-20
24216e81-2fc1-4de0-8a64-ae0727f84b60,2025-02-08T07:14:00,Car,-20
24216e81-2fc1-4de0-8a64-ae0727f84b60,2025-02-05T09:50:00,Present,-115
24216e81-2fc1-4de0-8a64-ae0727f84b60,2025-02-04T08:14:00,Car,-20
24216e81-2fc1-4de0-8a64-ae0727f84b60,2025-02-01T14:33:00,Present,-25
24216e81-2fc1-4de0-8a64-ae0727f84b60,2025-01-20T14:32:00,Present,-25
24216e81-2fc1-4de0-8a64-ae0727f84b60,2025-01-19T08:05:00,Present,-40
24216e81-2fc1-4de0-8a64-ae0727f84b60,2025-01-18T09:27:00,Subscriptions,-20
24216e81-2fc1-4de0-8a64-ae0727f84b60,2025-01-16T11:06:00,Present,-20
24216e81-2fc1-4de0-8a64-ae0727f84b60,2025-01-14T17:49:00,Present,-20
24216e81-2fc1-4de0-8a64-ae0727f84b60,2025-01-11T09:55:00,Present,-150
24216e81-2fc1-4de0-8a64-ae0727f84b60,2025-01-06T08:08:00,Taxes,-470
24216e81-2fc1-4de0-8a64-ae0727f84b60,2024-12-29T14:59:00,Present,-50
24216e81-2fc1-4de0-8a64-ae0727f84b60,2024-12-27T09:51:00,Present,-75
24216e81-2fc1-4de0-8a64-ae0727f84b60,2024-12-17T14:30:00,Present,-35
24216e81-2fc1-4de0-8a64-ae0727f84b60,2024-12-12T08:37:00,Shopping,-130
24216e81-2fc1-4de0-8a64-ae0727f84b60,2024-12-07T09:42:00,Box,-50
24216e81-2fc1-4de0-8a64-ae0727f84b60,2025-02-05T08:02:00,Income,1700
24216e81-2fc1-4de0-8a64-ae0727f84b60,2024-12-26T15:02:00,Income,1800
24216e81-2fc1-4de0-8a64-ae0727f84b60,2025-02-17T10:46:00,Other,-20
24216e81-2fc1-4de0-8a64-ae0727f84b60,2025-02-16T10:23:00,Other,-20
24216e81-2fc1-4de0-8a64-ae0727f84b60,2024-11-22T12:44:00,Car,-15
24216e81-2fc1-4de0-8a64-ae0727f84b60,2024-11-22T05:58:00,Car,-30
24216e81-2fc1-4de0-8a64-ae0727f84b60,2024-11-18T09:44:00,Car,-100
24216e81-2fc1-4de0-8a64-ae0727f84b60,2024-11-17T09:55:00,Car,-900
24216e81-2fc1-4de0-8a64-ae0727f84b60,2024-11-17T09:03:00,Car,-100
24216e81-2fc1-4de0-8a64-ae0727f84b60,2024-11-14T14:19:00,Flowers,-20
24216e81-2fc1-4de0-8a64-ae0727f84b60,2024-11-11T18:14:00,Car,-1600
24216e81-2fc1-4de0-8a64-ae0727f84b60,2024-11-11T13:32:00,Transfer,1600
24216e81-2fc1-4de0-8a64-ae0727f84b60,2024-11-07T18:02:00,Entertainment,-20
24216e81-2fc1-4de0-8a64-ae0727f84b60,2024-11-07T15:21:00,Box,-50
24216e81-2fc1-4de0-8a64-ae0727f84b60,2024-11-06T14:36:00,Transfer,-250
24216e81-2fc1-4de0-8a64-ae0727f84b60,2024-11-02T20:25:00,Entertainment,-20
24216e81-2fc1-4de0-8a64-ae0727f84b60,2024-11-02T19:27:00,Entertainment,-19
24216e81-2fc1-4de0-8a64-ae0727f84b60,2024-11-02T18:14:00,Entertainment,-20
24216e81-2fc1-4de0-8a64-ae0727f84b60,2024-11-02T16:16:00,Entertainment,-25
24216e81-2fc1-4de0-8a64-ae0727f84b60,2024-10-20T13:38:00,Medicine,-25
24216e81-2fc1-4de0-8a64-ae0727f84b60,2024-10-19T14:22:00,Shopping,-480
24216e81-2fc1-4de0-8a64-ae0727f84b60,2024-10-16T13:23:00,Subscriptions,-15.77
24216e81-2fc1-4de0-8a64-ae0727f84b60,2024-10-06T06:54:00,Taxes,-350
24216e81-2fc1-4de0-8a64-ae0727f84b60,2024-10-03T10:30:00,Transfer,-250
24216e81-2fc1-4de0-8a64-ae0727f84b60,2024-09-20T08:16:00,Box,-40
24216e81-2fc1-4de0-8a64-ae0727f84b60,2024-09-14T10:43:00,Present,-25
24216e81-2fc1-4de0-8a64-ae0727f84b60,2024-09-07T10:07:00,Subscriptions,-30
24216e81-2fc1-4de0-8a64-ae0727f84b60,2024-09-07T10:06:00,Box,-50
24216e81-2fc1-4de0-8a64-ae0727f84b60,2024-09-06T14:26:00,Shopping,-80
24216e81-2fc1-4de0-8a64-ae0727f84b60,2024-09-03T20:47:00,Transfer,-250
24216e81-2fc1-4de0-8a64-ae0727f84b60,2024-09-03T07:53:00,Transfer,-250
24216e81-2fc1-4de0-8a64-ae0727f84b60,2024-08-27T12:06:00,Shopping,-160
24216e81-2fc1-4de0-8a64-ae0727f84b60,2024-12-07T08:17:00,Income,1575
24216e81-2fc1-4de0-8a64-ae0727f84b60,2024-11-06T11:57:00,Income,1880.92
24216e81-2fc1-4de0-8a64-ae0727f84b60,2024-10-03T07:02:00,Income,1574.77
24216e81-2fc1-4de0-8a64-ae0727f84b60,2024-12-05T17:39:00,Other,-20
24216e81-2fc1-4de0-8a64-ae0727f84b60,2024-12-03T08:30:00,Other,-40
24216e81-2fc1-4de0-8a64-ae0727f84b60,2024-12-01T15:26:00,Other,-20
24216e81-2fc1-4de0-8a64-ae0727f84b60,2024-11-30T15:51:00,Other,-40
24216e81-2fc1-4de0-8a64-ae0727f84b60,2024-08-20T07:59:00,Services,-20
24216e81-2fc1-4de0-8a64-ae0727f84b60,2024-08-14T16:45:00,Present,-15
24216e81-2fc1-4de0-8a64-ae0727f84b60,2024-08-08T19:05:00,Subscriptions,-30
24216e81-2fc1-4de0-8a64-ae0727f84b60,2024-08-06T08:21:00,Subscriptions,-50
24216e81-2fc1-4de0-8a64-ae0727f84b60,2024-08-06T08:10:00,Subscriptions,-35
24216e81-2fc1-4de0-8a64-ae0727f84b60,2024-08-05T08:44:00,Transfer,-238.61
24216e81-2fc1-4de0-8a64-ae0727f84b60,2024-08-05T08:03:00,Transfer,-250
24216e81-2fc1-4de0-8a64-ae0727f84b60,2024-08-05T07:53:00,Entertainment,-496.39
24216e81-2fc1-4de0-8a64-ae0727f84b60,2024-07-31T07:19:00,Medicine,-25
24216e81-2fc1-4de0-8a64-ae0727f84b60,2024-07-25T12:26:00,Transfer,-30
24216e81-2fc1-4de0-8a64-ae0727f84b60,2024-07-02T12:07:00,Transfer,-250
24216e81-2fc1-4de0-8a64-ae0727f84b60,2024-07-02T05:15:00,Taxes,-279
24216e81-2fc1-4de0-8a64-ae0727f84b60,2024-06-26T09:40:00,Loans,-200
24216e81-2fc1-4de0-8a64-ae0727f84b60,2024-06-07T16:07:00,Shopping,-120.01
24216e81-2fc1-4de0-8a64-ae0727f84b60,2024-06-06T11:32:00,Transfer,-250
24216e81-2fc1-4de0-8a64-ae0727f84b60,2024-06-06T11:32:00,Subscriptions,-30
24216e81-2fc1-4de0-8a64-ae0727f84b60,2025-02-18T17:25:52,Payments by details,-1
