sheet_id,category_id,year_month,total_spent,total_spent_in_sheet_last_month,total_spent_in_sheet_last_3_months,average_spent_in_sheet_last_6_months,sheet_spending_trend,total_spent_in_category_last_month,total_spent_in_category_last_3_months,average_spent_in_category_last_6_months,category_spending_trend,category_spent_percentage_last_month,category_spent_percentage_trend,most_frequent_spending_category_in_sheet,most_expensive_category_last_month_in_sheet,least_expensive_category_last_month_in_sheet
283991f1-be49-4ca9-a31f-e4b28175854d,7b99f03f-4c9c-4866-b27c-29c6dae0f773,2024-01,4939,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,30697b6e-1444-413c-862e-40af11aba86b,fbd721e7-4e56-45af-82d4-832bf7eb9bd3
283991f1-be49-4ca9-a31f-e4b28175854d,3d921cc9-3c96-4a42-a84a-622177addb55,2024-01,309,7064.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,6de44045-77c4-4366-a4f2-dc61e5ab22be,30697b6e-1444-413c-862e-40af11aba86b,c1ca9593-7416-4ba6-a5ad-8f9220ad7536
283991f1-be49-4ca9-a31f-e4b28175854d,30697b6e-1444-413c-862e-40af11aba86b,2024-01,257,7064.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,6de44045-77c4-4366-a4f2-dc61e5ab22be,7b99f03f-4c9c-4866-b27c-29c6dae0f773,7b99f03f-4c9c-4866-b27c-29c6dae0f773
283991f1-be49-4ca9-a31f-e4b28175854d,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,2024-01,714,7064.0,21192.0,0.0,0,0.0,0.0,0.0,0,0.0,0,30697b6e-1444-413c-862e-40af11aba86b,30697b6e-1444-413c-862e-40af11aba86b,6de44045-77c4-4366-a4f2-dc61e5ab22be
283991f1-be49-4ca9-a31f-e4b28175854d,6de44045-77c4-4366-a4f2-dc61e5ab22be,2024-01,845,7064.0,21192.0,0.0,0,0.0,0.0,0.0,0,0.0,0,6de44045-77c4-4366-a4f2-dc61e5ab22be,30697b6e-1444-413c-862e-40af11aba86b,7b99f03f-4c9c-4866-b27c-29c6dae0f773
283991f1-be49-4ca9-a31f-e4b28175854d,6de44045-77c4-4366-a4f2-dc61e5ab22be,2024-02,917,7064.0,21192.0,0.0,-1,845.0,0.0,0.0,1,0.1196206115515288,0,30697b6e-1444-413c-862e-40af11aba86b,3d921cc9-3c96-4a42-a84a-622177addb55,3d921cc9-3c96-4a42-a84a-622177addb55
283991f1-be49-4ca9-a31f-e4b28175854d,3d921cc9-3c96-4a42-a84a-622177addb55,2024-02,360,1589.0,15717.0,6151.5,0,309.0,0.0,0.0,1,0.1944619257394587,0,30697b6e-1444-413c-862e-40af11aba86b,30697b6e-1444-413c-862e-40af11aba86b,3d921cc9-3c96-4a42-a84a-622177addb55
283991f1-be49-4ca9-a31f-e4b28175854d,30697b6e-1444-413c-862e-40af11aba86b,2024-02,187,1589.0,10242.0,5239.0,0,257.0,0.0,0.0,-1,0.1617369414726243,0,fbd721e7-4e56-45af-82d4-832bf7eb9bd3,6de44045-77c4-4366-a4f2-dc61e5ab22be,3d921cc9-3c96-4a42-a84a-622177addb55
283991f1-be49-4ca9-a31f-e4b28175854d,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,2024-02,125,1589.0,4767.0,4326.5,0,714.0,0.0,0.0,-1,0.4493392070484581,0,30697b6e-1444-413c-862e-40af11aba86b,7b99f03f-4c9c-4866-b27c-29c6dae0f773,3d921cc9-3c96-4a42-a84a-622177addb55
283991f1-be49-4ca9-a31f-e4b28175854d,6de44045-77c4-4366-a4f2-dc61e5ab22be,2024-03,856,1589.0,4767.0,3414.0,1,917.0,0.0,0.0,-1,0.5770925110132159,1,6de44045-77c4-4366-a4f2-dc61e5ab22be,3d921cc9-3c96-4a42-a84a-622177addb55,7b99f03f-4c9c-4866-b27c-29c6dae0f773
283991f1-be49-4ca9-a31f-e4b28175854d,fbd721e7-4e56-45af-82d4-832bf7eb9bd3,2024-03,107,6939.0,10117.0,3393.1666666666665,0,0.0,0.0,0.0,0,0.0,0,6de44045-77c4-4366-a4f2-dc61e5ab22be,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,6de44045-77c4-4366-a4f2-dc61e5ab22be
283991f1-be49-4ca9-a31f-e4b28175854d,30697b6e-1444-413c-862e-40af11aba86b,2024-03,116,6939.0,15467.0,3372.333333333333,0,187.0,0.0,0.0,-1,0.0269491281164432,-1,3d921cc9-3c96-4a42-a84a-622177addb55,7b99f03f-4c9c-4866-b27c-29c6dae0f773,fbd721e7-4e56-45af-82d4-832bf7eb9bd3
283991f1-be49-4ca9-a31f-e4b28175854d,7b99f03f-4c9c-4866-b27c-29c6dae0f773,2024-03,5476,6939.0,20817.0,4264.0,0,4939.0,0.0,0.0,1,0.7117740308401787,0,6de44045-77c4-4366-a4f2-dc61e5ab22be,fbd721e7-4e56-45af-82d4-832bf7eb9bd3,7b99f03f-4c9c-4866-b27c-29c6dae0f773
283991f1-be49-4ca9-a31f-e4b28175854d,3d921cc9-3c96-4a42-a84a-622177addb55,2024-03,384,6939.0,20817.0,5155.666666666667,0,360.0,0.0,0.0,1,0.0518806744487678,-1,7b99f03f-4c9c-4866-b27c-29c6dae0f773,3d921cc9-3c96-4a42-a84a-622177addb55,3d921cc9-3c96-4a42-a84a-622177addb55
283991f1-be49-4ca9-a31f-e4b28175854d,30697b6e-1444-413c-862e-40af11aba86b,2024-04,222,6939.0,20817.0,6047.333333333333,1,116.0,560.0,0.0,1,0.0167171062112696,-1,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,3d921cc9-3c96-4a42-a84a-622177addb55,30697b6e-1444-413c-862e-40af11aba86b
283991f1-be49-4ca9-a31f-e4b28175854d,fbd721e7-4e56-45af-82d4-832bf7eb9bd3,2024-04,261,7634.0,21512.0,7054.833333333333,0,107.0,0.0,0.0,1,0.0140162431228713,0,6de44045-77c4-4366-a4f2-dc61e5ab22be,7b99f03f-4c9c-4866-b27c-29c6dae0f773,30697b6e-1444-413c-862e-40af11aba86b
283991f1-be49-4ca9-a31f-e4b28175854d,6de44045-77c4-4366-a4f2-dc61e5ab22be,2024-04,820,7634.0,22207.0,7170.666666666667,0,856.0,2618.0,0.0,-1,0.1121299449829709,-1,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,30697b6e-1444-413c-862e-40af11aba86b,7b99f03f-4c9c-4866-b27c-29c6dae0f773
283991f1-be49-4ca9-a31f-e4b28175854d,3d921cc9-3c96-4a42-a84a-622177addb55,2024-04,453,7634.0,22902.0,7286.5,0,384.0,1053.0,0.0,1,0.0503012837306785,-1,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,6de44045-77c4-4366-a4f2-dc61e5ab22be,3d921cc9-3c96-4a42-a84a-622177addb55
283991f1-be49-4ca9-a31f-e4b28175854d,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,2024-04,284,7634.0,22902.0,7402.333333333333,0,125.0,0.0,0.0,1,0.0163741157977469,-1,6de44045-77c4-4366-a4f2-dc61e5ab22be,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,3d921cc9-3c96-4a42-a84a-622177addb55
283991f1-be49-4ca9-a31f-e4b28175854d,7b99f03f-4c9c-4866-b27c-29c6dae0f773,2024-04,5594,7634.0,22902.0,7518.166666666667,0,5476.0,0.0,0.0,1,0.7173172648676971,1,30697b6e-1444-413c-862e-40af11aba86b,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,30697b6e-1444-413c-862e-40af11aba86b
283991f1-be49-4ca9-a31f-e4b28175854d,7b99f03f-4c9c-4866-b27c-29c6dae0f773,2024-05,5185,7634.0,22902.0,7634.0,-1,5594.0,16009.0,0.0,-1,0.7327744301807703,1,3d921cc9-3c96-4a42-a84a-622177addb55,7b99f03f-4c9c-4866-b27c-29c6dae0f773,3d921cc9-3c96-4a42-a84a-622177addb55
283991f1-be49-4ca9-a31f-e4b28175854d,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,2024-05,330,7198.0,22466.0,7561.333333333333,0,284.0,1123.0,0.0,1,0.0394554042789663,1,fbd721e7-4e56-45af-82d4-832bf7eb9bd3,30697b6e-1444-413c-862e-40af11aba86b,6de44045-77c4-4366-a4f2-dc61e5ab22be
283991f1-be49-4ca9-a31f-e4b28175854d,3d921cc9-3c96-4a42-a84a-622177addb55,2024-05,534,7198.0,22030.0,7488.666666666667,0,453.0,1197.0,0.0,1,0.0629341483745484,1,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,7b99f03f-4c9c-4866-b27c-29c6dae0f773,c1ca9593-7416-4ba6-a5ad-8f9220ad7536
283991f1-be49-4ca9-a31f-e4b28175854d,fbd721e7-4e56-45af-82d4-832bf7eb9bd3,2024-05,171,7198.0,21594.0,7416.0,0,261.0,0.0,0.0,-1,0.0362600722422895,1,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,3d921cc9-3c96-4a42-a84a-622177addb55,6de44045-77c4-4366-a4f2-dc61e5ab22be
283991f1-be49-4ca9-a31f-e4b28175854d,6de44045-77c4-4366-a4f2-dc61e5ab22be,2024-05,978,7198.0,21594.0,7343.333333333333,0,820.0,2593.0,0.0,1,0.1139205334815226,1,6de44045-77c4-4366-a4f2-dc61e5ab22be,3d921cc9-3c96-4a42-a84a-622177addb55,3d921cc9-3c96-4a42-a84a-622177addb55
283991f1-be49-4ca9-a31f-e4b28175854d,fbd721e7-4e56-45af-82d4-832bf7eb9bd3,2024-06,366,7198.0,21594.0,7270.666666666667,-1,171.0,539.0,0.0,1,0.0237565990552931,-1,30697b6e-1444-413c-862e-40af11aba86b,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,3d921cc9-3c96-4a42-a84a-622177addb55
283991f1-be49-4ca9-a31f-e4b28175854d,6de44045-77c4-4366-a4f2-dc61e5ab22be,2024-06,968,6866.0,21262.0,7142.666666666667,0,978.0,2654.0,0.0,-1,0.1424410136906495,1,30697b6e-1444-413c-862e-40af11aba86b,7b99f03f-4c9c-4866-b27c-29c6dae0f773,fbd721e7-4e56-45af-82d4-832bf7eb9bd3
283991f1-be49-4ca9-a31f-e4b28175854d,3d921cc9-3c96-4a42-a84a-622177addb55,2024-06,627,6866.0,20930.0,7087.333333333333,0,534.0,1371.0,0.0,1,0.0777745412175939,1,7b99f03f-4c9c-4866-b27c-29c6dae0f773,6de44045-77c4-4366-a4f2-dc61e5ab22be,3d921cc9-3c96-4a42-a84a-622177addb55
283991f1-be49-4ca9-a31f-e4b28175854d,7b99f03f-4c9c-4866-b27c-29c6dae0f773,2024-06,4361,6866.0,20598.0,7032.0,0,5185.0,16255.0,0.0,-1,0.755170404893679,1,3d921cc9-3c96-4a42-a84a-622177addb55,7b99f03f-4c9c-4866-b27c-29c6dae0f773,3d921cc9-3c96-4a42-a84a-622177addb55
283991f1-be49-4ca9-a31f-e4b28175854d,30697b6e-1444-413c-862e-40af11aba86b,2024-06,242,6866.0,20598.0,6976.666666666667,0,222.0,525.0,0.0,1,0.0323332362365278,1,30697b6e-1444-413c-862e-40af11aba86b,3d921cc9-3c96-4a42-a84a-622177addb55,fbd721e7-4e56-45af-82d4-832bf7eb9bd3
283991f1-be49-4ca9-a31f-e4b28175854d,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,2024-06,302,6866.0,20598.0,6921.333333333333,0,330.0,739.0,0.0,-1,0.0480629187299737,1,7b99f03f-4c9c-4866-b27c-29c6dae0f773,fbd721e7-4e56-45af-82d4-832bf7eb9bd3,fbd721e7-4e56-45af-82d4-832bf7eb9bd3
283991f1-be49-4ca9-a31f-e4b28175854d,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,2024-07,194,6866.0,20598.0,6866.0,1,302.0,916.0,0.0,-1,0.0439848528983396,-1,7b99f03f-4c9c-4866-b27c-29c6dae0f773,c1ca9593-7416-4ba6-a5ad-8f9220ad7536,7b99f03f-4c9c-4866-b27c-29c6dae0f773
283991f1-be49-4ca9-a31f-e4b28175854d,30697b6e-1444-413c-862e-40af11aba86b,2024-07,174,6906.0,20638.0,6872.666666666667,0,242.0,580.0,0.0,-1,0.0350419924703156,1,fbd721e7-4e56-45af-82d4-832bf7eb9bd3,7b99f03f-4c9c-4866-b27c-29c6dae0f773,c1ca9593-7416-4ba6-a5ad-8f9220ad7536
283991f1-be49-4ca9-a31f-e4b28175854d,fbd721e7-4e56-45af-82d4-832bf7eb9bd3,2024-07,150,6906.0,20678.0,6879.333333333333,0,366.0,798.0,0.0,-1,0.0529973935708079,1,30697b6e-1444-413c-862e-40af11aba86b,3d921cc9-3c96-4a42-a84a-622177addb55,30697b6e-1444-413c-862e-40af11aba86b
